snapshot_id,webcam_id,is_sunset,rating,day,p_sunset,quality,shown,tile,url
122014,97,0,,2026-08-09,0.0,-0.2115,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/97/1786268755934.jpg
122015,3741,1,5,2026-08-09,1.0,0.9047,1,0.9047,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3741/1786268757652.jpg
122016,8952830,1,5,2026-08-09,1.0,0.6969,1,0.6969,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8952830/1786269695099.jpg
122017,97,0,,2026-08-09,0.0,-0.1751,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/97/1786269706562.jpg
122018,28496139,0,,2026-08-09,0.0,-0.0931,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28496139/1786269708030.jpg
122019,29144336,0,,2026-08-09,0.0003,0.3248,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786269708226.jpg
122020,28982060,0,,2026-08-09,0.0022,0.0015,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28982060/1786269708267.jpg
122021,27682558,0,,2026-08-09,0.0034,0.1035,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27682558/1786269708908.jpg
122022,97,0,,2026-08-09,0.0,-0.1496,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/97/1786270565028.jpg
122023,27682558,0,,2026-08-09,0.0067,0.0979,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27682558/1786270567840.jpg
122024,3963339,0,,2026-08-09,0.0241,0.1062,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1786270568061.jpg
122025,3309592,0,,2026-08-09,0.0007,0.3011,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3309592/1786270567999.jpg
122026,28982060,0,,2026-08-09,0.5612,0.1035,1,0.1035,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28982060/1786270568022.jpg
122027,29144336,0,,2026-08-09,0.0016,0.2307,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786270568042.jpg
122028,25685576,0,,2026-08-09,0.0,0.3458,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/25685576/1786271497266.jpg
122029,3794288,1,3,2026-08-09,0.9998,0.6385,1,0.6385,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3794288/1786271508665.jpg
122030,97,1,1,2026-08-09,0.0,-0.1354,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/97/1786271512485.jpg
122031,4204207,0,,2026-08-09,0.0,0.0523,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4204207/1786271513382.jpg
122032,29144336,0,,2026-08-09,0.0002,0.3005,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786271515748.jpg
122033,27682558,1,2,2026-08-09,0.7759,0.1442,1,0.1442,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27682558/1786271515765.jpg
122034,27660488,1,2,2026-08-09,0.0146,0.12,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27660488/1786272357370.jpg
122035,97,0,,2026-08-09,0.0,-0.0056,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/97/1786272359606.jpg
122036,4599007,1,3,2026-08-09,0.9999,0.5228,1,0.5228,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4599007/1786272364127.jpg
122037,28952051,1,4,2026-08-09,0.9243,0.5319,1,0.5319,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28952051/1786272364272.jpg
122038,29144336,0,,2026-08-09,0.0,0.2829,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786272366649.jpg
122039,1946,0,,2026-08-09,0.007,-0.0254,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1946/1786273287068.jpg
122041,28947350,1,3,2026-08-09,0.9969,0.4326,1,0.4326,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28947350/1786274143975.jpg
122042,29002855,0,,2026-08-09,0.0,0.3834,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29002855/1786274152690.jpg
122043,29044982,0,,2026-08-09,0.0381,0.318,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29044982/1786274160394.jpg
122044,27645536,1,4,2026-08-09,1.0,0.7482,1,0.7482,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27645536/1786275045337.jpg
122045,29002855,0,,2026-08-09,0.0,0.2375,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29002855/1786275049918.jpg
122046,27645536,1,4,2026-08-09,1.0,0.6256,1,0.6256,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27645536/1786275946317.jpg
122047,12586,0,,2026-08-09,0.0005,0.0901,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1786275953397.jpg
122048,12586,0,,2026-08-09,0.0022,0.1302,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1786276904602.jpg
122049,2929663,0,,2026-08-09,0.0,0.4417,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2929663/1786276904339.jpg
122050,28862758,1,1,2026-08-09,0.003,0.0672,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28862758/1786277746402.jpg
122051,2921377,0,,2026-08-09,0.0,-0.0093,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921377/1786278694278.jpg
122052,29050041,1,2,2026-08-09,0.0006,0.2758,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29050041/1786278694232.jpg
122053,12586,0,,2026-08-09,0.0002,0.3684,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1786278696329.jpg
122054,28862758,0,,2026-08-09,0.009,0.0588,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28862758/1786278698175.jpg
122055,9473462,0,,2026-08-09,0.0096,0.131,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9473462/1786278700073.jpg
122056,12586,0,,2026-08-09,0.0003,0.3927,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1786279543138.jpg
122057,312,0,,2026-08-09,0.0,0.4969,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1786280492468.jpg
122058,29196434,0,,2026-08-09,0.0,-0.1802,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29196434/1786280494261.jpg
122059,12586,0,,2026-08-09,0.0005,0.4008,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1786280496041.jpg
122060,28960218,0,,2026-08-09,0.0,0.0145,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28960218/1786280496074.jpg
122061,12586,0,,2026-08-09,0.0005,0.3991,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1786281344627.jpg
122062,2921338,1,2,2026-08-09,0.9958,0.1679,1,0.1679,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1786282241899.jpg
122063,29208766,0,,2026-08-09,0.0003,0.2937,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29208766/1786282243780.jpg
122064,2921338,1,1,2026-08-09,0.9828,0.2542,1,0.2542,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1786283142124.jpg
122066,16934,1,1,2026-08-09,0.9862,0.2643,1,0.2643,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16934/1786284941741.jpg
122067,16934,0,,2026-08-09,0.8568,0.2442,1,0.2442,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16934/1786285841288.jpg
122068,15583260,0,,2026-08-09,0.0,0.5762,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15583260/1786285844411.jpg
122069,6156909,0,,2026-08-09,0.0,-0.0713,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1786286745692.jpg
122070,6156909,0,,2026-08-09,0.3268,-0.0649,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1786287673977.jpg
122071,21605540,1,4,2026-08-09,1.0,0.8024,1,0.8024,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21605540/1786290341164.jpg
122072,5973565,0,,2026-08-09,0.2836,0.3098,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5973565/1786290342545.jpg
122073,29135072,1,3,2026-08-09,0.9981,0.4501,1,0.4501,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29135072/1786291298058.jpg
122074,27474067,1,4,2026-08-09,0.9403,0.5179,1,0.5179,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1786291297505.jpg
122075,3800978,1,4,2026-08-09,0.9948,0.8664,1,0.8664,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3800978/1786291297918.jpg
122076,27474067,1,4,2026-08-09,0.9991,0.5945,1,0.5945,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1786292145814.jpg
122077,29051458,1,1,2026-08-09,0.9814,0.2988,1,0.2988,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1786292146730.jpg
122078,3800978,1,5,2026-08-09,0.9999,0.9027,1,0.9027,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3800978/1786292146235.jpg
122079,29135072,1,3,2026-08-09,0.9996,0.4824,1,0.4824,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29135072/1786292146827.jpg
122080,331,1,3,2026-08-09,0.9993,0.4468,1,0.4468,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1786293047689.jpg
122081,2921318,0,,2026-08-09,0.1188,0.1627,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921318/1786293945074.jpg
122082,331,1,2,2026-08-09,0.9991,0.3765,1,0.3765,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1786293950150.jpg
122083,29224562,1,4,2026-08-09,0.9999,0.693,1,0.693,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29224562/1786294904148.jpg
122085,15017506,1,4,2026-08-09,1.0,0.6029,1,0.6029,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15017506/1786295750389.jpg
122086,5961510,0,,2026-08-09,0.1684,-0.1134,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5961510/1786295750032.jpg
122087,29224562,1,3,2026-08-09,1.0,0.5307,1,0.5307,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29224562/1786295752248.jpg
122088,2921338,1,3,2026-08-09,0.9952,0.6136,1,0.6136,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1786296642266.jpg
122089,29224562,1,3,2026-08-09,1.0,0.563,1,0.563,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29224562/1786296647908.jpg
122090,2921342,0,,2026-08-09,0.0,0.4187,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1786297542827.jpg
122091,15140,0,,2026-08-09,0.0001,0.4048,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15140/1786297545893.jpg
122092,6257085,1,3,2026-08-09,0.9796,0.5356,1,0.5356,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6257085/1786297548973.jpg
122093,29029207,1,1,2026-08-09,0.9999,0.3152,1,0.3152,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29029207/1786297550214.jpg
122094,15140,0,,2026-08-09,0.0007,0.4009,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15140/1786298474530.jpg
122095,20868788,1,5,2026-08-09,0.9998,0.7305,1,0.7305,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/20868788/1786298477192.jpg
122096,29029207,1,2,2026-08-09,1.0,0.3979,1,0.3979,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29029207/1786298477921.jpg
122097,28615436,0,,2026-08-09,0.0001,0.3513,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1786299349209.jpg
122098,28961293,0,,2026-08-09,0.002,0.3026,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28961293/1786299350549.jpg
122099,28615436,0,,2026-08-09,0.0,0.3581,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1786300299779.jpg
122100,28931257,0,,2026-08-09,0.9551,0.3634,1,0.3634,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28931257/1786300302991.jpg
122101,28615436,0,,2026-08-09,0.0001,0.3433,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1786301149074.jpg
122102,29232682,1,4,2026-08-09,0.9993,0.5525,1,0.5525,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29232682/1786301151016.jpg
122103,28953676,1,2,2026-08-09,0.9989,0.356,1,0.356,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28953676/1786302052171.jpg
122104,28886023,0,,2026-08-09,0.0,0.4584,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28886023/1786302945280.jpg
122105,28804140,1,2,2026-08-09,0.9711,0.218,1,0.218,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28804140/1786302956434.jpg
122106,28788928,1,4,2026-08-09,1.0,0.6368,1,0.6368,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28788928/1786303852396.jpg
122107,29052750,0,,2026-08-09,0.5857,0.3633,1,0.3633,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29052750/1786303854365.jpg
122108,28804140,1,2,2026-08-09,0.9703,0.1564,1,0.1564,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28804140/1786303856098.jpg
122109,29121455,0,,2026-08-09,0.988,0.5452,1,0.5452,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29121455/1786303856795.jpg
122110,28788928,1,3,2026-08-09,0.9995,0.5803,1,0.5803,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28788928/1786304752117.jpg
122111,24906830,0,,2026-08-09,0.0003,0.1086,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24906830/1786304756658.jpg
122112,28804140,1,2,2026-08-09,0.9906,0.1869,1,0.1869,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28804140/1786304756661.jpg
122113,24671280,1,5,2026-08-09,0.9998,1.0235,1,1.0235,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24671280/1786304757278.jpg
122114,3882985,1,4,2026-08-09,0.3865,0.4517,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3882985/1786305680362.jpg
122115,29007500,1,5,2026-08-09,1.0,0.5444,1,0.5444,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007500/1786305685245.jpg
122116,29007168,0,,2026-08-09,0.0204,0.2374,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007168/1786305685259.jpg
122117,29053193,0,,2026-08-09,0.0,-0.1317,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29053193/1786306554880.jpg
122118,3882985,0,,2026-08-09,0.263,0.363,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3882985/1786306554667.jpg
122119,29022867,1,2,2026-08-09,0.9927,0.0733,1,0.0733,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29022867/1786306559444.jpg
122120,28751698,0,,2026-08-09,0.0001,0.1162,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28751698/1786306560079.jpg
122121,10027789,0,,2026-08-09,0.0,0.481,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10027789/1786306560885.jpg
122122,17427628,0,,2026-08-09,0.0005,0.1995,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17427628/1786306561278.jpg
122123,29007500,1,2,2026-08-09,1.0,0.6717,1,0.6717,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007500/1786306561539.jpg
122124,28819232,0,,2026-08-09,0.0,-0.1206,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28819232/1786306561425.jpg
122125,28961840,1,1,2026-08-09,1.0,-0.0082,1,-0.0082,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28961840/1786307442857.jpg
122126,29053193,0,,2026-08-09,0.0001,0.2402,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29053193/1786307453978.jpg
122127,29007371,1,4,2026-08-09,0.9986,0.7077,1,0.7077,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007371/1786307455859.jpg
122128,29022867,1,2,2026-08-09,0.9596,0.0107,1,0.0107,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29022867/1786307458797.jpg
122129,28791837,1,2,2026-08-09,0.9874,0.2261,1,0.2261,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28791837/1786307458802.jpg
122130,29007500,1,4,2026-08-09,1.0,0.6287,1,0.6287,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007500/1786307460302.jpg
122131,28751698,1,3,2026-08-09,1.0,0.7029,1,0.7029,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28751698/1786307460298.jpg
122132,28961840,1,3,2026-08-09,0.9999,0.5396,1,0.5396,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28961840/1786308343843.jpg
122133,9766160,0,,2026-08-09,0.0,0.1669,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9766160/1786308351177.jpg
122135,28985083,1,2,2026-08-09,0.9997,0.2492,1,0.2492,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1786308357243.jpg
122136,28919237,0,,2026-08-09,0.0,0.0228,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28919237/1786309311240.jpg
122137,3813324,0,,2026-08-09,0.0,-0.1398,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3813324/1786309312382.jpg
122138,29144336,0,,2026-08-09,0.0008,0.3095,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786310145095.jpg
122139,29022880,1,3,2026-08-09,0.9942,0.4614,1,0.4614,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29022880/1786310159104.jpg
122140,28919237,0,,2026-08-09,0.0025,0.2905,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28919237/1786310159205.jpg
122141,29041672,1,1,2026-08-09,0.7653,0.2443,1,0.2443,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29041672/1786310160988.jpg
122142,29144336,0,,2026-08-09,0.0022,0.3267,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786311042584.jpg
122143,4769517,0,,2026-08-09,0.0,0.0293,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4769517/1786311055103.jpg
122144,4057187,0,,2026-08-09,0.9594,0.4125,1,0.4125,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4057187/1786311943336.jpg
122145,29144336,0,,2026-08-09,0.0665,0.3112,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786311943330.jpg
122146,4769517,0,,2026-08-09,0.0008,0.2034,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4769517/1786311954938.jpg
122147,2943700,0,,2026-08-09,0.0574,-0.033,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2943700/1786311956970.jpg
122148,29144336,0,,2026-08-09,0.0254,0.2551,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1786312894515.jpg
122149,29198756,0,,2026-08-09,0.0,0.3977,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29198756/1786312902648.jpg
122150,27682558,1,4,2026-08-09,0.9865,0.7933,1,0.7933,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27682558/1786313744318.jpg
122151,5415,1,4,2026-08-09,0.994,0.618,1,0.618,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5415/1786313757688.jpg
122152,29043741,0,,2026-08-09,0.0097,0.3368,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29043741/1786314643252.jpg
122154,28947350,0,,2026-08-09,0.1028,0.297,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28947350/1786314654409.jpg
122155,10539505,0,,2026-08-09,0.0028,-0.0274,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10539505/1786315542642.jpg
122156,16791781,1,5,2026-08-09,1.0,0.8107,1,0.8107,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16791781/1786315544478.jpg
122157,27046337,0,,2026-08-09,0.0002,0.1624,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27046337/1786315555073.jpg
122158,29045968,1,1,2026-08-09,0.9656,-0.0129,1,-0.0129,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29045968/1786315556989.jpg
122159,29030753,1,3,2026-08-09,1.0,0.7648,1,0.7648,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29030753/1786315557008.jpg
122160,23945173,1,3,2026-08-09,0.9995,0.6253,1,0.6253,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/23945173/1786315556992.jpg
122161,29211171,0,,2026-08-09,0.021,0.5655,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29211171/1786316448094.jpg
122162,29211171,0,,2026-08-09,0.0036,0.5498,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29211171/1786317347751.jpg
122163,598510,1,1,2026-08-09,0.9944,0.0342,1,0.0342,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/598510/1786318257489.jpg
122164,8952830,1,1,2026-08-09,0.7848,-0.1603,1,-0.1603,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8952830/1786319155647.jpg
122165,4752639,1,4,2026-08-10,1.0,0.6893,1,0.6893,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4752639/1786320104626.jpg
122166,29226909,0,,2026-08-10,0.0,0.4733,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29226909/1786320115008.jpg
122167,8952830,0,,2026-08-10,0.0005,-0.0457,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8952830/1786320117049.jpg
122168,28615436,0,,2026-08-10,0.0001,0.3822,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1786320945468.jpg
122169,28615436,0,,2026-08-10,0.0001,0.3552,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1786321845286.jpg
122170,21550102,1,2,2026-08-10,0.9595,0.1897,1,0.1897,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21550102/1786321856790.jpg
122171,24736019,0,,2026-08-10,0.0082,0.5627,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24736019/1786321856768.jpg
122172,9766160,0,,2026-08-10,0.0,0.1009,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9766160/1786322754269.jpg
122173,3236,1,2,2026-08-10,0.9863,0.1268,1,0.1268,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3236/1786322756326.jpg
122174,26199373,0,,2026-08-10,0.0,0.3654,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26199373/1786323676887.jpg
122175,25318556,0,,2026-08-10,0.2491,0.2067,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/25318556/1786323687467.jpg
122176,28093409,0,,2026-08-10,0.4869,0.1162,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28093409/1786323691645.jpg
122177,26199373,0,,2026-08-10,0.0,0.3832,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26199373/1786324550749.jpg
122178,28999873,1,2,2026-08-10,0.9273,0.1763,1,0.1763,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1786324550628.jpg
122179,3782492,1,5,2026-08-10,1.0,0.741,1,0.741,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3782492/1786324561206.jpg
122180,4069199,0,,2026-08-10,0.0002,-0.0783,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4069199/1786324561230.jpg
122181,12451,1,4,2026-08-10,1.0,0.8826,1,0.8826,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12451/1786324565365.jpg
