LLM Rater
  Provider: anthropic
  Model: claude-sonnet-4-5
  Source: webcam
  RPM limit: 50
  Download timeout: 30s
  API timeout:      60s
  Skip rated: True
  Write to DB: True
  Dry run: False
  Verbose: False
  Output: ml/artifacts/llm_ratings/ratings_20260507_071316.csv
Connecting to Postgres…
  connected.
  Images to rate: 29611
[1/29611] record 66407: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 8.8s, total 9.1s)
[16023/29611] record 83925: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.6s, total 4.8s)
[16024/29611] record 83926: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16025/29611] record 83927: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16026/29611] record 83928: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.4s, total 2.6s)
[16027/29611] record 83929: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16028/29611] record 83930: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16029/29611] record 83931: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[16030/29611] record 83932: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[16031/29611] record 83933: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.7s)
[16032/29611] record 83934: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16033/29611] record 83935: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[16034/29611] record 83936: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16035/29611] record 83937: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.2s, total 3.4s)
[16036/29611] record 83938: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.1s, total 3.2s)
[16037/29611] record 83939: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.2s, total 3.4s)
[16038/29611] record 83940: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[16039/29611] record 83941: q=0.65 sunset=True conf=0.75  (dl 0.1s, api 3.7s, total 3.9s)
[16040/29611] record 83942: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[16041/29611] record 83943: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.6s)
[16042/29611] record 83944: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 5.4s, total 5.6s)
[16043/29611] record 83945: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[16044/29611] record 83946: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16045/29611] record 83947: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16046/29611] record 83948: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16047/29611] record 83949: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.2s, total 3.5s)
[16048/29611] record 83950: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16049/29611] record 83951: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 3.0s)
[16050/29611] record 83952: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 4.0s, total 4.1s)
[16051/29611] record 83953: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.2s)
[16052/29611] record 83954: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 3.0s)
[16053/29611] record 83955: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 4.2s, total 4.4s)
[16054/29611] record 83956: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[16055/29611] record 83957: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[16056/29611] record 83958: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 3.9s, total 4.1s)
[16057/29611] record 83959: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16058/29611] record 83960: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.9s)
[16059/29611] record 83961: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.0s, total 4.3s)
[16060/29611] record 83962: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.3s)
[16061/29611] record 83963: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.7s, total 2.9s)
[16062/29611] record 83964: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[16063/29611] record 83965: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.8s, total 3.1s)
[16064/29611] record 83966: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.3s, total 6.5s)
[16065/29611] record 83967: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16066/29611] record 83968: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 5.2s, total 5.4s)
[16067/29611] record 83969: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 5.9s, total 6.1s)
[16068/29611] record 83970: q=0.45 sunset=True conf=0.70  (dl 0.3s, api 3.2s, total 3.5s)
[16069/29611] record 83971: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[16070/29611] record 83972: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16071/29611] record 83973: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16072/29611] record 83974: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.2s)
[16073/29611] record 83975: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16074/29611] record 83976: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.4s, total 2.5s)
[16075/29611] record 83977: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.7s, total 3.9s)
[16076/29611] record 83978: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16077/29611] record 83979: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.0s)
[16078/29611] record 83980: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.3s)
[16079/29611] record 83981: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[16080/29611] record 83982: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[16081/29611] record 83983: q=0.45 sunset=True conf=0.70  (dl 0.3s, api 3.5s, total 3.8s)
[16082/29611] record 83984: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16083/29611] record 83985: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[16084/29611] record 83986: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 2.8s, total 3.0s)
[16085/29611] record 83987: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 5.1s, total 5.3s)
[16086/29611] record 83988: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16087/29611] record 83989: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.0s)
[16088/29611] record 83990: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16089/29611] record 83991: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 7.0s, total 7.2s)
[16090/29611] record 83992: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 2.4s, total 2.7s)
[16091/29611] record 83993: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.7s, total 4.0s)
[16092/29611] record 83994: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.9s, total 3.2s)
[16093/29611] record 83995: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16094/29611] record 83996: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.6s, total 4.7s)
[16095/29611] record 83997: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.7s)
[16096/29611] record 83998: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 4.0s, total 4.3s)
[16097/29611] record 83999: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.3s, total 3.5s)
[16098/29611] record 84000: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.2s)
[16099/29611] record 84001: q=0.65 sunset=True conf=0.75  (dl 0.3s, api 4.0s, total 4.3s)
[16100/29611] record 84002: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16101/29611] record 84003: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16102/29611] record 84004: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[16103/29611] record 84005: q=0.35 sunset=True conf=0.70  (dl 0.3s, api 3.7s, total 4.0s)
[16104/29611] record 84006: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16105/29611] record 84007: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[16106/29611] record 84008: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16107/29611] record 84009: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[16108/29611] record 84010: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16109/29611] record 84011: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[16110/29611] record 84012: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.6s, total 3.9s)
[16111/29611] record 84013: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16112/29611] record 84014: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[16113/29611] record 84015: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[16114/29611] record 84016: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 8.8s, total 9.0s)
[16115/29611] record 84017: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.2s, total 3.5s)
[16116/29611] record 84018: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[16117/29611] record 84019: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.5s, total 2.6s)
[16118/29611] record 84020: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.6s)
[16119/29611] record 84021: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.1s)
[16120/29611] record 84022: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.5s)
[16121/29611] record 84023: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[16122/29611] record 84024: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.4s, total 6.6s)
[16123/29611] record 84025: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.2s)
[16124/29611] record 84026: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 4.0s, total 4.1s)
[16125/29611] record 84027: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16126/29611] record 84028: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16127/29611] record 84029: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16128/29611] record 84030: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16129/29611] record 84031: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.4s, total 2.6s)
[16130/29611] record 84032: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16131/29611] record 84033: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[16132/29611] record 84034: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.3s, total 2.4s)
[16133/29611] record 84035: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16134/29611] record 84036: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[16135/29611] record 84037: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.1s)
[16136/29611] record 84038: q=0.15 sunset=False conf=0.85  (dl 0.2s, api 4.3s, total 4.5s)
[16137/29611] record 84039: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[16138/29611] record 84040: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16139/29611] record 84041: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16140/29611] record 84042: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 3.4s, total 3.6s)
[16141/29611] record 84043: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16142/29611] record 84044: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[16143/29611] record 84045: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16144/29611] record 84046: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.2s)
[16145/29611] record 84047: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.7s, total 2.9s)
[16146/29611] record 84048: q=0.78 sunset=True conf=0.85  (dl 0.2s, api 3.4s, total 3.5s)
[16147/29611] record 84049: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.6s, total 2.9s)
[16148/29611] record 84050: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[16149/29611] record 84051: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16150/29611] record 84052: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.3s, total 4.4s)
[16151/29611] record 84053: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[16152/29611] record 84054: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16153/29611] record 84055: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.7s)
[16154/29611] record 84056: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.1s, total 5.3s)
[16155/29611] record 84057: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.6s, total 2.9s)
[16156/29611] record 84058: q=0.55 sunset=True conf=0.75  (dl 3.3s, api 3.0s, total 6.3s)
[16157/29611] record 84059: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16158/29611] record 84060: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16159/29611] record 84061: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[16160/29611] record 84062: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16161/29611] record 84063: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 4.3s, total 4.6s)
[16162/29611] record 84064: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[16163/29611] record 84065: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.7s)
[16164/29611] record 84066: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[16165/29611] record 84067: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 4.0s)
[16166/29611] record 84068: q=0.45 sunset=True conf=0.75  (dl 0.1s, api 3.1s, total 3.2s)
[16167/29611] record 84069: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.1s, total 3.3s)
[16168/29611] record 84070: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.4s, total 4.6s)
[16169/29611] record 84071: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16170/29611] record 84072: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 4.1s, total 4.2s)
[16171/29611] record 84073: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.3s, total 2.5s)
[16172/29611] record 84074: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[16173/29611] record 84075: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16174/29611] record 84076: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.0s)
[16175/29611] record 84077: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16176/29611] record 84078: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16177/29611] record 84079: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16178/29611] record 84080: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16179/29611] record 84081: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.3s)
[16180/29611] record 84082: q=0.55 sunset=True conf=0.85  (dl 0.2s, api 3.3s, total 3.5s)
[16181/29611] record 84083: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.8s)
[16182/29611] record 84084: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 3.0s)
[16183/29611] record 84085: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.8s)
[16184/29611] record 84086: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.4s, total 3.6s)
[16185/29611] record 84087: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 9.1s, total 9.3s)
[16186/29611] record 84088: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.6s, total 2.8s)
[16187/29611] record 84089: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[16188/29611] record 84090: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 5.3s, total 5.5s)
[16189/29611] record 84091: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 3.2s, total 3.4s)
[16190/29611] record 84092: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16191/29611] record 84093: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.9s, total 3.0s)
[16192/29611] record 84094: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[16193/29611] record 84095: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.7s)
[16194/29611] record 84096: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.0s, total 4.2s)
[16195/29611] record 84097: q=0.65 sunset=True conf=0.75  (dl 0.1s, api 3.2s, total 3.4s)
[16196/29611] record 84098: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16197/29611] record 84099: q=0.55 sunset=True conf=0.75  (dl 0.3s, api 3.5s, total 3.8s)
[16198/29611] record 84100: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.8s, total 3.0s)
[16199/29611] record 84101: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.2s, total 4.4s)
[16200/29611] record 84102: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[16201/29611] record 84103: q=0.72 sunset=True conf=0.75  (dl 0.3s, api 3.2s, total 3.6s)
[16202/29611] record 84104: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.4s)
[16203/29611] record 84105: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 5.4s, total 5.8s)
[16204/29611] record 84106: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.0s, total 5.2s)
[16205/29611] record 84107: q=0.00 sunset=False conf=1.00  (dl 0.4s, api 3.1s, total 3.4s)
[16206/29611] record 84108: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16207/29611] record 84109: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.0s, total 4.2s)
[16208/29611] record 84110: q=0.45 sunset=True conf=0.70  (dl 0.3s, api 3.2s, total 3.5s)
[16209/29611] record 84111: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[16210/29611] record 84112: q=0.55 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[16211/29611] record 84113: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[16212/29611] record 84114: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.5s, total 3.8s)
[16213/29611] record 84115: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16214/29611] record 84116: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16215/29611] record 84117: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16216/29611] record 84118: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 4.3s, total 4.5s)
[16217/29611] record 84119: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[16218/29611] record 84120: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16219/29611] record 84121: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.7s)
[16220/29611] record 84122: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[16221/29611] record 84123: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 3.3s, total 3.7s)
[16222/29611] record 84124: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16223/29611] record 84125: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[16224/29611] record 84126: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.2s)
[16225/29611] record 84127: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.8s, total 5.1s)
[16226/29611] record 84128: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 3.7s, total 4.0s)
[16227/29611] record 84129: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 5.0s, total 5.2s)
[16228/29611] record 84130: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.2s, total 3.4s)
[16229/29611] record 84131: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16230/29611] record 84132: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.7s)
[16231/29611] record 84133: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16232/29611] record 84134: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[16233/29611] record 84135: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16234/29611] record 84136: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16235/29611] record 84137: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16236/29611] record 84138: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16237/29611] record 84139: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16238/29611] record 84140: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16239/29611] record 84141: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 3.2s, total 3.3s)
[16240/29611] record 84142: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 3.4s, total 3.8s)
[16241/29611] record 84143: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 2.8s, total 3.1s)
[16242/29611] record 84144: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.8s, total 4.9s)
[16243/29611] record 84145: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 8.6s, total 8.8s)
[16244/29611] record 84146: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16245/29611] record 84147: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[16246/29611] record 84148: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16247/29611] record 84149: q=0.45 sunset=True conf=0.60  (dl 0.2s, api 4.3s, total 4.5s)
[16248/29611] record 84150: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16249/29611] record 84151: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 5.3s, total 5.4s)
[16250/29611] record 84152: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16251/29611] record 84153: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16252/29611] record 84154: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.7s, total 3.9s)
[16253/29611] record 84155: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[16254/29611] record 84156: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16255/29611] record 84157: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 2.8s, total 3.0s)
[16256/29611] record 84158: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16257/29611] record 84159: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16258/29611] record 84160: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.8s, total 3.1s)
[16259/29611] record 84161: q=0.55 sunset=True conf=0.75  (dl 0.3s, api 4.0s, total 4.4s)
[16260/29611] record 84162: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.4s, total 3.8s)
[16261/29611] record 84163: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.7s, total 6.9s)
[16262/29611] record 84164: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[16263/29611] record 84165: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.3s, total 4.5s)
[16264/29611] record 84166: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.4s, total 2.5s)
[16265/29611] record 84167: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 3.0s)
[16266/29611] record 84168: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.7s, total 6.9s)
[16267/29611] record 84169: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.4s)
[16268/29611] record 84170: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 3.0s)
[16269/29611] record 84171: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16270/29611] record 84172: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.5s, total 3.8s)
[16271/29611] record 84173: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 4.8s, total 5.1s)
[16272/29611] record 84174: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.3s, total 3.5s)
[16273/29611] record 84175: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.1s)
[16274/29611] record 84176: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[16275/29611] record 84177: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 2.9s, total 3.1s)
[16276/29611] record 84178: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16277/29611] record 84179: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
